pha_code,pha_name,ed_rate_per_100k,poor_health_pct,population,area_type
20803,Kingston,22285.19800021706,11.886086320857055,123786.0,Metro Melbourne
20804,Stonnington - East,9968.688295349706,9.80186116028585,42671.0,Metro Melbourne
20901,Banyule,30810.40523719147,12.322332062061681,127370.0,Metro Melbourne
20902,Darebin - North,27240.247665196428,13.532458825975468,96421.0,Metro Melbourne
20903,Nillumbik - Kinglake,20830.699381811854,12.369818037370415,67687.0,Metro Melbourne
20904,Whittlesea - Wallan,28111.61917850332,16.862418546970915,254784.0,Metro Melbourne
21001,Keilor,23166.34523279771,11.62363833491613,62124.0,Regional Victoria
21002,Macedon Ranges,17866.754469841046,13.03142079686139,33213.0,Regional Victoria
21003,Moreland - North,28680.02972788527,15.46545122634955,81472.0,Regional Victoria
21004,Sunbury,24956.381857600383,15.655919773647033,45464.0,Regional Victoria
21005,Tullamarine - Broadmeadows,30002.955891403195,20.261861098504742,206755.0,Regional Victoria
21101,Knox,24969.844401190017,13.988709395995865,160520.0,Regional Victoria
21102,Manningham - East,18189.78651482078,10.140327266739668,26591.0,Regional Victoria
21103,Maroondah,25435.150659741066,13.969327010375988,115610.0,Regional Victoria
21104,Whitehorse - East,18203.3446653186,12.350034768245019,63435.0,Regional Victoria
21105,Yarra Ranges,26452.92429770347,14.575592707986054,156602.0,Regional Victoria
21201,Cardinia,26584.824566215164,17.417151642301594,119721.0,Regional Victoria
21202,Casey - North,26400.35953199933,15.90502430892018,138661.0,Regional Victoria
21203,Casey - South,24437.719681669365,19.435020087187628,230897.0,Regional Victoria
21204,Dandenong,23574.563128564063,15.67979493862542,195868.0,Regional Victoria
21205,Monash,17512.47190783941,11.111617192127987,185251.0,Regional Victoria
21301,Brimbank,25899.565528863535,16.02711210148006,188038.0,Regional Victoria
21302,Hobsons Bay,33261.98616313436,12.628313716911013,87456.0,Regional Victoria
21303,Maribyrnong,27087.2175466008,12.992430281286829,86385.0,Regional Victoria
21304,Melton - Bacchus Marsh,23770.541054280795,19.264518932391482,201101.0,Regional Victoria
21305,Wyndham,23000.965424966766,18.698391947127366,301133.0,Regional Victoria
21401,Frankston,28687.819836787578,16.448845280163162,140824.0,Regional Victoria
21402,Mornington Peninsula,25162.628529037396,12.717567134235853,170440.0,Regional Victoria
21501,Grampians,30499.965590353684,15.327116239263146,60060.0,Regional Victoria
21502,Mildura,43864.00804325761,17.64937202410606,56966.0,Regional Victoria
21503,Murray River - Swan Hill,48685.545368311,15.159245278463981,38128.0,Regional Victoria
21601,Campaspe,53060.06835958324,16.3882531355521,38714.0,Regional Victoria
21602,Moira,28497.253125308234,15.777684154057539,30367.0,Regional Victoria
21603,Shepparton,43498.83764312685,17.63164108737435,68325.0,Regional Victoria
21701,Glenelg - Southern Grampians,30149.564974852838,15.462739880630906,36607.0,Regional Victoria
21703,Colac - Corangamite,12161.581674206614,15.023563644080923,38299.0,Regional Victoria
21704,Warrnambool,36508.38486972667,15.853646951393864,52725.0,Regional Victoria
