pha_code,pha_name,poor_health_pct,ed_asr_per_100k
20303,Surf Coast - Bellarine Peninsula,12.719809150016248,16771.912904563273
20401,Upper Goulburn Valley,15.152004386564506,19511.30245338725
20402,Wangaratta - Benalla,15.599863079104894,43607.230643559575
20403,Wodonga - Alpine,16.255418843149396,41837.17630014424
20501,Baw Baw,15.915038602886435,32460.213175892444
20502,Gippsland - East,15.461058829450852,41064.456749367186
20503,Gippsland - South West,14.815753944506614,29585.75463620921
20504,Latrobe Valley,17.73266221458816,41406.039988718934
20505,Wellington,15.640896584532916,39953.73080168651
20601,Brunswick - Coburg,13.983734068215307,25335.102348537068
20602,Darebin - South,10.933086292549007,24896.959688539577
20603,Essendon,13.167974778728812,22331.921777183143
20604,Melbourne City,10.972177830302135,21337.578379790553
20605,Port Phillip,10.84246914546726,22845.228232440826
20606,Stonnington - West,9.446758231682606,20350.745780740694
20607,Yarra,11.191471476088138,22840.948890011594
20701,Boroondara,9.309955979179323,15422.034072835366
20702,Manningham - West,10.743265553037102,18984.368231268567
20703,Whitehorse - West,11.536372924413026,18496.74162665058
20801,Bayside,8.795021255004777,20749.945810229703
20802,Glen Eira,12.167015259374988,17419.764456856614
20803,Kingston,11.886086320857055,22308.342509938662
20804,Stonnington - East,9.80186116028585,9725.082030542608
20901,Banyule,12.322332062061681,28998.06577025672
20902,Darebin - North,13.532458825975468,26599.724797297717
20903,Nillumbik - Kinglake,12.369818037370415,19589.64929202309
20904,Whittlesea - Wallan,16.862418546970915,26572.57296601005
21001,Keilor,11.62363833491613,22562.085811837485
21002,Macedon Ranges,13.03142079686139,18072.08056324749
21003,Moreland - North,15.46545122634955,26565.1619574663
21004,Sunbury,15.655919773647033,24653.27988778665
21005,Tullamarine - Broadmeadows,20.261861098504742,28800.73077234825
21101,Knox,13.988709395995865,25015.359923948785
21102,Manningham - East,10.140327266739668,18918.41675862764
21103,Maroondah,13.969327010375988,25343.973671635416
21104,Whitehorse - East,12.350034768245019,18540.96497098884
21105,Yarra Ranges,14.575592707986054,26229.590115431954
21201,Cardinia,17.417151642301594,26219.402258712154
21202,Casey - North,15.90502430892018,26239.68602332329
21203,Casey - South,19.435020087187628,24203.238214554323
21204,Dandenong,15.67979493862542,24272.3542891076
21205,Monash,11.111617192127987,17811.11443184258
21301,Brimbank,16.02711210148006,26618.117707792964
21302,Hobsons Bay,12.628313716911013,32524.227745067707
21303,Maribyrnong,12.992430281286829,25782.927985522616
21304,Melton - Bacchus Marsh,19.264518932391482,23254.3271066326
21305,Wyndham,18.698391947127366,22467.774988208403
21401,Frankston,16.448845280163162,28816.028724807795
21402,Mornington Peninsula,12.717567134235853,25456.727993928685
21501,Grampians,15.327116239263146,29801.360538579083
21502,Mildura,17.64937202410606,43090.310221213964
21503,Murray River - Swan Hill,15.159245278463981,48202.37685095939
21601,Campaspe,16.3882531355521,51250.41912565853
21602,Moira,15.777684154057539,28639.093958467907
21603,Shepparton,17.63164108737435,43127.28261264317
21701,Glenelg - Southern Grampians,15.462739880630906,29970.807556796128
21703,Colac - Corangamite,15.023563644080923,12532.46835672764
21704,Warrnambool,15.853646951393864,35519.19351480746
